,street,city,state,zipcode,price,bed,bath,sqft,walkscore,transitscore,bikescore,competitivescore,1st School Rating,status,house_type,year_built,Lotsize,perSq_Ft,Price_Level
845,1268 Sierra Mar Dr,San jose,Ca,95118,1639990,5 ,3.0,2300 ,66,28,70,82,7.0,Active,Single Family Residential,1956,5841.0,713.0,1
846,761 Promenade Ln,San jose,Ca,95138,1799999,4 ,3.0,2535 ,10,18,46,67,6.0,Active,Single Family Home,1997,10858.0,710.0,1
847,1475 Mckendrie St,San jose,Ca,95126,3000000,6 ,4.0,3105 ,54,44,79,61,5.0,Active,Single Family Home,1925,10376.0,966.0,1
848,11275 Chula Vista Ave,San jose,Ca,95127,1899000,5 ,2.5,2587 ,0,0,10,63,5.0,Active,Single Family Home,1952,0.0,734.0,1
849,25285 La Loma Dr,Los altos hills,Ca,94022,4500000,4 ,2.5,3334 ,0,0,11,76,9.0,Active,Single Family Home,1957,0.0,1350.0,1
850,631 Troon Ct,Milpitas,Ca,95035,2799000,4 ,3.0,2913 ,46,37,65,84,8.0,Active,Single Family Home,1997,7189.0,961.0,1
851,12169 Dawn Ln,Los altos hills,Ca,94022,5298000,6 ,4.5,3369 ,1,0,29,76,8.0,Active,Single Family Home,1963,0.0,1573.0,1
852,524 E Maude Ave,Sunnyvale,Ca,94085,15960000,42 ,41.0,23928 ,77,40,80,0,3.0,Active,5+ Units,1958,0.0,667.0,1
853,356 Santana Row #319,San jose,Ca,95128,2298000,3 ,3.5,2368 ,88,50,80,66,6.0,Active,Condo,2002,0.0,970.0,1
854,6527 Timberview Ct,San jose,Ca,95120,2488000,4 ,4.0,3034 ,32,26,38,78,9.0,Active,Single Family Home,1983,0.0,820.0,1
855,3785 La Selva Dr,Palo alto,Ca,94306,2788000,4 ,3.0,1926 ,88,40,94,90,7.0,Active,Single Family Home,1932,5894.0,1448.0,1
856,317 E Julian St,San jose,Ca,95112,1249000,4 ,3.0,1626 ,85,68,95,50,4.0,Active,Single Family Home,1920,4692.0,768.0,1
857,1030 Palo Alto Ave,Palo alto,Ca,94301,7988000,4 ,3.5,3800 ,73,40,85,79,8.0,Active,Single Family Home,1928,0.0,2102.0,1
858,2368 Westgate Ave,San jose,Ca,95125,1298000,3 ,2.0,1519 ,44,36,73,65,7.0,Active,Single Family Home,1949,6882.0,855.0,1
859,600 Pennsylvania Ave #14,Los gatos,Ca,95030,879000,1 ,1.5,864 ,43,0,26,51,9.0,Active,Condo,1962,0.0,1017.0,0
860,645 Wilson Ct,Santa clara,Ca,95051,1788000,4 ,2.0,1606 ,68,37,81,80,8.0,Active,Single Family Home,1954,5703.0,1113.0,1
861,97 Sherland Ave Unit D,Mountain view,Ca,94043,739000,2 ,1.0,905 ,59,40,93,74,9.0,Active,Condo,1972,945.0,817.0,0
862,2978 Delancey Ct,San jose,Ca,95135,2998800,6 ,4.5,3705 ,26,29,52,92,8.0,Active,Single Family Home,2003,8393.0,809.0,1
863,11165 Guibal Ave,Gilroy,Ca,95020,3295000,4 ,4.5,4537 ,7,0,25,59,4.0,Active,Single Family Home,2006,0.0,726.0,1
864,382 Fontanelle Dr,San jose,Ca,95111,1049000,4 ,2.0,1542 ,9,27,43,78,4.0,Active,Single Family Home,1980,6911.0,680.0,1
865,1882 Johnston Ave,San jose,Ca,95125,3395000,4 ,4.0,2931 ,53,38,58,65,7.0,Active,Single Family Home,1950,6520.0,1158.0,1
866,809 Auzerais Ave #401,San jose,Ca,95126,900000,2 ,2.0,1274 ,83,60,88,71,3.0,Active,Condo,2008,0.0,706.0,0
867,47 N Claremont Ave,San jose,Ca,95127,948000,3 ,2.0,1320 ,42,0,44,63,5.0,Active,Single Family Home,1946,6220.0,718.0,0
868,3300 NARVAEZ Ave #45,San jose,Ca,95136,349000,3 ,2.0,1584 ,50,46,56,0,5.0,Active,Double-Wide Mobile Home,1995,0.0,220.0,0
869,1693 Messina Dr,San jose,Ca,95132,1598000,4 ,2.0,1383 ,26,36,44,78,7.0,Active,Single Family Home,1971,6315.0,1155.0,1
870,50 N 9th St,San jose,Ca,95112,888888,3 ,2.0,1250 ,92,68,94,78,4.0,Coming Soon,Multi-Family (2-4 Unit),1898,3973.0,711.0,0
871,4935 Flat Rock Cir,San jose,Ca,95136,695000,2 ,1.5,988 ,32,47,57,67,5.0,Active,Townhouse,1984,2709.0,703.0,0
872,4049 Rio Ct,San jose,Ca,95134,750000,2 ,2.0,850 ,39,51,77,98,6.0,Active,Condo,1993,0.0,882.0,0
873,588 Saratoga Ave,Santa clara,Ca,95050,1499000,3 ,2.0,1694 ,63,41,82,83,5.0,Active,Single Family Home,1947,7200.0,885.0,1
874,1144 Ardsley Ct,San jose,Ca,95120,2680000,5 ,3.25,3697 ,53,32,65,84,8.0,Coming Soon,Single Family Residential,1990,10302.0,725.0,1
875,1887 Bethany Ave,San jose,Ca,95132,900000,3 ,2.0,1320 ,44,51,47,78,8.0,Active,Single Family Home,1973,6780.0,682.0,0
876,1088 Yarwood Ct,San jose,Ca,95128,525000,2 ,2.0,922 ,49,43,55,65,6.0,Active,Condo,1988,0.0,569.0,0
877,862 Tulane Ct,Mountain view,Ca,94040,2690000,3 ,2.5,1962 ,64,34,90,71,9.0,Active,Single Family Home,1952,5683.0,1371.0,1
878,10087 Lamplighter Sq,Cupertino,Ca,95014,1698000,3 ,2.5,1727 ,19,19,34,89,9.0,Active,Townhouse,1975,1684.0,983.0,1
879,1718 Holin St,San jose,Ca,95131,1545000,4 ,3.0,2009 ,56,58,76,91,8.0,New,Single Family Residential,1989,2640.0,769.0,1
880,22079 San Fernando Ct,Cupertino,Ca,95014,2490000,4 ,2.0,2054 ,38,20,52,80,9.0,Active,Single Family Home,1953,0.0,1212.0,1
881,3171 Loma Verde Pl,Palo alto,Ca,94303,2500000,4 ,3.0,2166 ,64,26,97,78,8.0,Active,Triplex,1961,6613.0,1154.0,1
882,20231 Blauer Dr,Saratoga,Ca,95070,3989000,4 ,3.0,2311 ,56,0,69,61,9.0,Active,Single Family Home,1955,0.0,1726.0,1
883,20018 Heritage Oak,Saratoga,Ca,95070,5989000,5 ,3.5,3773 ,38,0,50,47,9.0,Active,Single Family Home,1995,0.0,1587.0,1
884,1488 Kimberly Ct,San jose,Ca,95118,1750000,4 ,3.0,1713 ,38,27,56,82,7.0,Active,Single Family Home,1961,0.0,1022.0,1
885,1225 Vienna Dr #85,Sunnyvale,Ca,94089,170000,3 ,2.0,1700 ,45,45,77,0,6.0,Active,Double-Wide Mobile Home,2001,0.0,100.0,0
886,259 Sumba Ct,San jose,Ca,95123,699000,3 ,2.0,1246 ,65,44,54,67,5.0,Active,Condo,1986,1250.0,561.0,0
887,559 Menker Ave,San jose,Ca,95128,995990,2 ,1.0,855 ,73,50,65,61,5.0,New,Single Family Residential,1950,6350.0,1165.0,0
888,14225 Lora Dr #70,Los gatos,Ca,95032,599000,2 ,1.0,996 ,37,0,29,51,9.0,Active,Condo,1963,0.0,601.0,0
889,2382 Stratford Dr,San jose,Ca,95124,1200000,4 ,2.0,1552 ,65,35,70,82,7.0,Active,Single Family Home,1959,7414.0,773.0,1
890,18310 Shadowbrook Way,Morgan hill,Ca,95037,1400000,4 ,2.5,2176 ,24,32,43,50,4.0,Active,Duplex,1977,8452.0,643.0,1
891,247 N Capitol Ave #170,San jose,Ca,95127,550000,2 ,2.0,955 ,43,55,56,63,5.0,Active,Condo,1977,0.0,576.0,0
892,1225 Vienna Dr #674,Sunnyvale,Ca,94089,175000,2 ,2.0,1440 ,54,47,72,0,6.0,Active,Double-Wide Mobile Home,1975,0.0,122.0,0
893,555 Byron St #201,Palo alto,Ca,94301,1685000,3 ,2.5,1844 ,89,50,90,78,8.0,Active,Condo,1997,0.0,914.0,1
894,10536 S Tantau Ave,Cupertino,Ca,95014,1868000,2 ,1.0,814 ,57,43,74,84,9.0,Active,Single Family Home,1953,5281.0,2295.0,1
895,2091 Flintcrest Dr,San jose,Ca,95148,888888,4 ,2.5,1774 ,17,28,57,78,5.0,Active,Single Family Home,1981,6043.0,501.0,0
896,216 Mountain Springs Dr #216,San jose,Ca,95136,348888,3 ,2.0,1728 ,20,30,45,0,5.0,Active,Triple-Wide Mobile Home,1980,0.0,202.0,0
897,897 Coe Ave,San jose,Ca,95125,1499000,2 ,2.0,1176 ,83,48,86,91,5.0,Active,Single Family Home,1929,4500.0,1275.0,1
898,614 Coyote Rd,San jose,Ca,95111,699000,3 ,1.0,907 ,29,42,55,78,4.0,Active,Single Family Home,1958,5363.0,771.0,0
899,1022 Helen Ave,Santa clara,Ca,95051,939900,3 ,2.5,1218 ,82,42,66,76,6.0,Active,Townhouse,1981,959.0,772.0,0
900,1404 Via Del Los Grande,San jose,Ca,95120,1899888,4 ,2.0,1800 ,16,24,17,94,8.0,Active,Single Family Home,1973,0.0,1055.0,1
901,20312 Pinntage Pkwy,Cupertino,Ca,95014,1228000,2 ,2.5,1497 ,78,48,76,84,9.0,Active,Townhouse,1984,933.0,820.0,1
902,2580 Senter Rd #413,San jose,Ca,95111,219900,2 ,2.0,880 ,59,41,74,0,5.0,Active,Double-Wide Mobile Home,1978,0.0,250.0,0
903,2579 Flory Dr,San jose,Ca,95121,999000,4 ,2.0,1542 ,40,44,46,78,5.0,Active,Single Family Residential,1979,6508.0,648.0,0
904,2035 Veronica Pl,San jose,Ca,95124,1875000,4 ,3.0,2164 ,76,38,70,79,7.0,Active,Single Family Home,1959,9271.0,866.0,1
905,148 Menard Dr,San jose,Ca,95138,1399000,4 ,2.5,1693 ,16,27,60,67,6.0,Active,Single Family Home,1992,4660.0,826.0,1
906,353 Market St,Los gatos,Ca,95032,1980000,3 ,2.5,2026 ,49,0,76,51,6.0,Active,Single Family Home,2017,3125.0,977.0,1
907,1460 Cherry Cir,Milpitas,Ca,95035,729000,1 ,1.5,910 ,48,65,62,84,7.0,Active,Townhouse,2018,342.0,801.0,0
908,240 Garden Hill Dr,Los gatos,Ca,95032,1989000,3 ,2.0,1150 ,39,0,74,80,9.0,Active,Single Family Home,1959,9537.0,1730.0,1
909,1624 Poppy Way,Cupertino,Ca,95014,2698000,4 ,2.5,2169 ,69,20,69,89,9.0,Active,Single Family Home,1964,6127.0,1244.0,1
910,204 Pine Wood Ln,Los gatos,Ca,95032,1375000,3 ,2.5,1454 ,43,0,50,51,9.0,Active,Townhouse,1972,1637.0,946.0,1
911,8205 Wren Ave,Gilroy,Ca,95020,2666000,10 ,6.5,5281 ,81,0,78,0,5.0,Active,5+ Units,1971,10093.0,505.0,1
912,1078 W Knickerbocker Dr,Sunnyvale,Ca,94087,1798000,3 ,1.0,1041 ,39,36,76,85,9.0,Active,Single Family Home,1953,5914.0,1727.0,1
913,17446 Serene Dr,Morgan hill,Ca,95037,2495000,4 ,3.5,3408 ,23,25,45,50,5.0,Active,Single Family Home,1992,0.0,732.0,1
914,420 San Eduardo Ter,Sunnyvale,Ca,94085,1399988,3 ,3.5,1691 ,72,39,81,80,5.0,Active,Townhouse,2011,1027.0,828.0,1
915,1905 Byron St,Palo alto,Ca,94301,8080000,5 ,4.0,3297 ,50,28,93,86,7.0,Active,Single Family Home,2023,7322.0,2451.0,1
916,100 Maria Teresa Ct,Los gatos,Ca,95032,2698000,4 ,3.0,2325 ,48,0,53,54,9.0,Active,Single Family Home,1980,10168.0,1160.0,1
917,192 Lawton Dr,Milpitas,Ca,95035,1895000,6 ,3.0,2484 ,70,25,65,78,5.0,Active,Single Family Home,1959,6300.0,763.0,1
918,2887 Kearney Ave,Santa clara,Ca,95051,1100000,3 ,1.5,1034 ,45,35,66,86,5.0,Active,Single Family Home,1958,5777.0,1064.0,1
919,5403 Colony Park Cir,San jose,Ca,95123,1150000,3 ,2.0,1260 ,13,0,60,67,5.0,Active,Townhouse,1984,1136.0,913.0,1
920,600 E Weddell Dr #249,Sunnyvale,Ca,94089,320000,3 ,2.0,1562 ,39,45,71,0,4.0,Active,Double-Wide Mobile Home,1996,0.0,205.0,0
921,423 Dayton Ave,Santa clara,Ca,95051,1788000,3 ,1.5,1025 ,56,36,64,92,9.0,Active,Single Family Home,1958,10335.0,1744.0,1
922,191 El Bosque #191,San jose,Ca,95134,245000,3 ,2.0,1344 ,34,55,82,0,6.0,Active,Double-Wide Mobile Home,1971,0.0,182.0,0
923,1233 Avenida Benito,San jose,Ca,95131,1048000,2 ,2.5,1481 ,61,45,73,64,5.0,Active,Townhouse,2006,0.0,708.0,1
924,132 Chateau La Salle Dr #132,San jose,Ca,95111,579900,3 ,2.0,1830 ,60,44,57,0,5.0,Active,Double-Wide Mobile Home,2022,0.0,317.0,0
925,2210 Central Park Dr,Campbell,Ca,95008,2099950,4 ,2.5,2400 ,76,43,78,69,8.0,Active,Single Family Home,1965,9240.0,875.0,1
926,852 Tamarack Ave,San jose,Ca,95128,1299000,3 ,2.0,1784 ,67,44,74,61,5.0,Active,Single Family Home,1950,6164.0,728.0,1
927,5630 Allen Ave Apt 3,San jose,Ca,95123,575000,2 ,1.0,903 ,74,38,78,69,4.0,Active,Condo,1970,0.0,637.0,0
928,196 S Cragmont Ave,San jose,Ca,95127,929900,3 ,3.0,1143 ,22,0,34,63,1.0,Active,Single Family Home,1938,7047.0,814.0,0
929,544 Fort Laramie Dr,Sunnyvale,Ca,94087,2998000,5 ,3.0,2561 ,48,35,77,81,6.0,Active,Single Family Home,1965,0.0,1171.0,1
930,1758 Bel Air Ave,San jose,Ca,95126,1679000,3 ,2.0,1792 ,65,43,71,61,5.0,Active,Single Family Home,1948,7564.0,937.0,1
931,5486 Mary Jo Ct,San jose,Ca,95124,2485000,3 ,2.0,1801 ,46,25,54,82,7.0,Active,Single Family Home,1959,10882.0,1380.0,1
932,5802 Cohasset Way,San jose,Ca,95123,1585000,5 ,2.5,2487 ,65,48,60,89,3.0,Active,Single Family Home,1966,5138.0,637.0,1
933,2030 Cove Ct,San jose,Ca,95148,1299000,4 ,2.5,2078 ,26,38,59,78,3.0,Active,Single Family Home,1975,6588.0,625.0,1
934,1250 Elkwood Dr,Milpitas,Ca,95035,1249999,4 ,2.5,1867 ,47,37,61,85,8.0,Active,Single Family Home,1991,3221.0,670.0,1
935,1520 E Capitol Expy #19,San jose,Ca,95121,188888,3 ,2.0,1200 ,33,39,59,0,5.0,Active,Double-Wide Mobile Home,1971,0.0,157.0,0
936,3583 Lupine Ave,Palo alto,Ca,94303,2550000,3 ,2.0,1412 ,48,27,93,91,8.0,Active,Single Family Home,1956,8486.0,1806.0,1
937,2798 Sand Point Ct,San jose,Ca,95148,1100000,3 ,2.0,1472 ,57,52,57,78,6.0,Active,Single Family Home,1970,6840.0,747.0,1
938,3391 Thomas Dr,Palo alto,Ca,94303,3400000,4 ,2.0,2032 ,31,24,82,91,8.0,Active,Single Family Home,1958,6825.0,1673.0,1
939,305 Destino Cir,San jose,Ca,95133,975000,3 ,2.5,1663 ,67,50,51,78,3.0,Active,Townhouse,2006,1280.0,586.0,0
940,365 N Third St #2,Campbell,Ca,95008,688800,2 ,1.0,903 ,85,47,87,72,4.0,Active,Condo,1971,0.0,763.0,0
941,160 Kellogg Ave,Palo alto,Ca,94301,4995000,4 ,3.0,2697 ,73,43,100,86,7.0,Active,Single Family Home,1992,7500.0,1852.0,1
942,38 N Almaden Blvd #1313,San jose,Ca,95110,749888,1 ,1.0,975 ,88,72,90,61,4.0,New,Condo,2008,164.0,769.0,0
943,2085 Lynnhaven Dr,San jose,Ca,95128,1400000,4 ,1.0,1659 ,69,46,71,78,4.0,Active,Duplex,1954,7070.0,844.0,1
944,401 Ann Darling Dr,San jose,Ca,95133,999000,3 ,2.0,1081 ,71,48,54,78,3.0,Active,Single Family Home,1957,6619.0,924.0,0
945,275 S 20th St,San jose,Ca,95116,799000,2 ,1.0,856 ,82,52,83,78,3.0,Active,Single Family Home,1901,4826.0,933.0,0
946,241 Horizon Ave,Mountain view,Ca,94043,1248000,2 ,1.5,1274 ,91,53,98,74,6.0,Active,Townhouse,1973,0.0,980.0,1
947,1526 Parkmont Dr,San jose,Ca,95131,1650000,3 ,2.5,1509 ,76,43,62,78,5.0,Active,Single Family Home,1993,4016.0,1093.0,1
948,451 Alberto Way #247,Los gatos,Ca,95032,699000,2 ,2.0,1136 ,51,0,51,76,9.0,Active,Condo,1978,0.0,615.0,0
949,578 Vista Ave,Palo alto,Ca,94306,749000,1 ,1.0,562 ,83,41,93,90,8.0,Active,Condo,1978,570.0,1333.0,0
950,1250 Petersen Ct,Los altos,Ca,94024,3398000,4 ,2.5,2252 ,29,22,69,85,9.0,Active,Single Family Home,1969,0.0,1509.0,1
951,16010 Stephenie Ln,Los gatos,Ca,95032,2998000,4 ,3.5,2845 ,40,0,60,54,9.0,Active,Single Family Home,2009,0.0,1054.0,1
952,1166 Emerson Ave,Campbell,Ca,95008,1199000,3 ,1.0,1072 ,49,34,76,92,7.0,Active,Single Family Home,1955,8468.0,1118.0,1
953,370 Ronan Ave,Gilroy,Ca,95020,770000,3 ,2.0,1269 ,48,0,72,48,5.0,Active,Single Family Home,1979,4700.0,607.0,0
954,1160 Lily Ave,Sunnyvale,Ca,94086,1698000,3 ,2.0,1148 ,50,32,69,76,7.0,Active,Single Family Home,1955,5406.0,1479.0,1
955,2076 Kent Dr,Los altos,Ca,94024,3798000,4 ,2.0,1858 ,22,21,31,91,9.0,Active,Single Family Home,1962,0.0,2044.0,1
956,17530 Montoya Cir,Morgan hill,Ca,95037,1299000,4 ,3.0,2560 ,43,33,52,50,5.0,Active,Single Family Home,1990,4432.0,507.0,1
957,1377 Pritchett Ct,Los altos,Ca,94024,3998000,6 ,3.5,2917 ,21,23,65,89,9.0,Active,Single Family Home,1971,9844.0,1371.0,1
958,4177 Barrymore Dr,San jose,Ca,95117,1400000,4 ,2.5,2114 ,69,40,75,78,5.0,Active,Single Family Home,1954,10244.0,662.0,1
959,2121 Main St,Santa clara,Ca,95050,1228000,3 ,2.5,1622 ,61,38,64,74,3.0,Active,Triplex,1962,7020.0,757.0,1
960,314 Vista Roma Way,San jose,Ca,95136,1098000,3 ,2.5,1674 ,72,47,59,60,5.0,Active,Townhouse,2005,801.0,656.0,1
961,1690 Edgewood Dr,Palo alto,Ca,94303,4995000,5 ,3.0,2995 ,48,33,73,63,8.0,Active,Single Family Home,2014,10309.0,1668.0,1
962,494 Nerdy Ave,San jose,Ca,95111,925000,3 ,2.0,1113 ,60,50,70,78,2.0,Active,Single Family Home,1958,5014.0,831.0,0
963,15132 Esther Dr,San jose,Ca,95124,3498000,5 ,4.0,3012 ,36,35,44,93,9.0,Active,Single Family Home,2023,9450.0,1161.0,1
964,536 Hawthorn Ave,Sunnyvale,Ca,94086,1998000,3 ,2.0,1360 ,68,45,90,76,5.0,Active,Single Family Home,1967,0.0,1469.0,1
965,772 & 776 S 2nd St,San jose,Ca,95112,2550000,6 ,5.0,4998 ,88,58,92,0,3.0,Active,5+ Units,1898,10018.0,510.0,1
966,1220 Tasman Dr #571,Sunnyvale,Ca,94089,329800,3 ,2.0,1543 ,52,52,84,0,6.0,Active,Double-Wide Mobile Home,2000,0.0,214.0,0
967,1967 Cabana Dr,San jose,Ca,95125,2715000,3 ,3.0,1985 ,37,40,50,65,5.0,Active,Single Family Home,1953,10125.0,1368.0,1
968,16805 San Dimas Ln,Morgan hill,Ca,95037,1200000,3 ,2.5,2187 ,49,25,58,50,5.0,Active,Single Family Home,2014,4054.0,549.0,1
969,600 S Abel St #404,Milpitas,Ca,95035,849999,2 ,2.0,1259 ,82,47,77,90,7.0,Active,Condo,2007,0.0,675.0,0
970,1424 Millich Ct,San jose,Ca,95117,949995,2 ,1.5,1220 ,43,38,71,60,6.0,Active,Townhouse,1972,1282.0,779.0,0
971,73 3rd St #17,Los altos,Ca,94022,1450000,2 ,1.5,1072 ,89,27,97,74,9.0,Active,Condo,1974,0.0,1353.0,1
972,763 Cereza Dr,Palo alto,Ca,94306,2995000,3 ,2.5,1627 ,69,41,92,90,8.0,Active,Single Family Home,1956,8675.0,1841.0,1
973,1102 Carolyn Ave,San jose,Ca,95125,2995000,3 ,2.5,3033 ,85,45,77,65,5.0,Active,Single Family Home,1941,8235.0,987.0,1
974,1331 El Moro Dr,Campbell,Ca,95008,2545000,4 ,3.0,2350 ,65,41,58,92,8.0,Active,Single Family Home,1955,9811.0,1083.0,1
975,1181 Virginia Ave,Campbell,Ca,95008,3488000,4 ,3.0,2650 ,32,27,68,72,6.0,Active,Single Family Home,2007,10539.0,1316.0,1
976,843 Trenton Dr,Sunnyvale,Ca,94087,2698000,4 ,2.0,1819 ,58,30,88,85,9.0,Active,Single Family Home,1960,9523.0,1483.0,1
977,4388 Felter Rd,Milpitas,Ca,95035,2399000,4 ,2.5,3027 ,0,0,4,79,5.0,Active,Single Family Home,1976,0.0,793.0,1
978,675 Manzanita Ave,Sunnyvale,Ca,94085,1400000,3 ,1.5,1092 ,73,41,81,81,3.0,Active,Single Family Home,1953,5043.0,1282.0,1
979,553 Waite Ave,Sunnyvale,Ca,94085,1372000,3 ,2.0,1393 ,83,42,80,81,3.0,Active,Single Family Home,1949,6425.0,985.0,1
980,27421 Sherlock Rd,Los altos hills,Ca,94022,6495000,4 ,3.0,3800 ,7,0,11,76,9.0,Active,Single Family Home,1988,0.0,1709.0,1
981,965 Cheswick Dr,San jose,Ca,95121,998888,4 ,2.0,1594 ,26,41,54,86,5.0,Active,Single Family Home,1978,6831.0,627.0,0
982,1561 Shaw Dr,San jose,Ca,95118,1498888,4 ,2.5,1654 ,46,26,53,82,7.0,Active,Single Family Home,1961,7004.0,906.0,1
983,320 Cherokee Loop,Mountain view,Ca,94043,1880000,3 ,3.5,1893 ,67,33,96,84,6.0,Active,Townhouse,2018,1384.0,993.0,1
984,1519 Amesbury Way,San jose,Ca,95127,849950,3 ,2.0,1134 ,53,41,51,78,3.0,Active,Single Family Home,1958,5153.0,750.0,0
985,1795 Foxworthy Ave,San jose,Ca,95124,1795000,6 ,2.5,2303 ,75,32,66,85,7.0,Active,Single Family Home,1956,10471.0,779.0,1
986,1156 W Iowa Ave,Sunnyvale,Ca,94086,2088000,4 ,2.0,1258 ,78,42,82,81,4.0,Active,Single Family Home,1958,5700.0,1660.0,1
987,1275 Edsel Dr,Milpitas,Ca,95035,1098000,4 ,2.0,1549 ,76,29,71,78,2.0,Active,Single Family Home,1966,6853.0,709.0,1
988,3303 Kifer Rd Unit 103A,Santa clara,Ca,95051,1668888,4 ,3.5,1940 ,33,38,59,72,5.0,Active,Condo,2021,0.0,860.0,1
989,4136 Camden Ave,San jose,Ca,95124,1349995,3 ,2.0,1750 ,62,22,56,85,8.0,Active,Single Family Home,1957,7035.0,771.0,1
990,914 Celia Dr,Palo alto,Ca,94303,3298000,4 ,2.0,2053 ,52,24,92,78,8.0,Active,Single Family Home,1954,6291.0,1606.0,1
991,3069 Middlefield Rd #102,Palo alto,Ca,94306,948000,1 ,1.0,870 ,73,26,100,78,8.0,Active,Condo,1986,0.0,1090.0,0
992,3722 Carlson Cir,Palo alto,Ca,94306,3288000,4 ,3.0,2254 ,54,39,95,63,8.0,Active,Single Family Home,1952,6280.0,1459.0,1
993,4225 Ross Ave,San jose,Ca,95124,1798888,5 ,3.0,1877 ,74,23,53,85,8.0,Active,Single Family Home,1963,6109.0,958.0,1
994,920 Chelan Dr,Sunnyvale,Ca,94087,2488000,3 ,2.0,1637 ,42,29,58,81,9.0,Active,Single Family Home,1955,7930.0,1520.0,1
995,2585 El Camino Real #409,Santa clara,Ca,95051,1228000,3 ,2.0,1390 ,77,46,74,74,6.0,Active,Condo,2015,0.0,883.0,1
996,1832 Wintersong Ct,San jose,Ca,95131,1680000,5 ,3.0,2533 ,57,54,69,91,8.0,Active,Single Family Home,1975,9889.0,663.0,1
997,1923 Willow St,San jose,Ca,95125,1969000,4 ,2.5,2009 ,55,46,76,65,5.0,Active,Single Family Home,1952,9960.0,980.0,1
998,807 Cedar Ave,Sunnyvale,Ca,94086,1395000,3 ,1.5,1030 ,57,43,80,80,5.0,Active,Single Family Home,1944,4960.0,1354.0,1
999,20127 Mendelsohn Ln,Saratoga,Ca,95070,4388888,4 ,3.5,2861 ,41,0,28,47,9.0,Active,Single Family Home,1975,0.0,1534.0,1
1000,14297 Buckner Dr,San jose,Ca,95127,1288800,3 ,2.0,1440 ,9,0,49,63,1.0,Active,Single Family Home,1953,0.0,895.0,1
1001,22991 Longdown Rd,Cupertino,Ca,95014,1399888,3 ,2.0,1234 ,10,17,23,89,9.0,Active,Townhouse,1974,2621.0,1134.0,1
1002,5158 Sunny Creek Dr,San jose,Ca,95135,2088000,4 ,3.0,2292 ,7,29,52,83,8.0,Active,Single Family Home,1985,7540.0,911.0,1
1003,4733 Jarvis Ave,San jose,Ca,95118,1499950,4 ,3.0,1949 ,68,27,69,90,2.0,Active,Single Family Home,1966,7400.0,770.0,1
1004,1458 Lucena Ct,San jose,Ca,95132,1368888,4 ,2.0,1478 ,35,46,53,79,5.0,Active,Single Family Home,1966,6912.0,926.0,1
1005,15307 McCobb Dr #47,Los gatos,Ca,95032,2198000,3 ,3.5,1974 ,62,0,67,54,9.0,Active,Condo,2022,0.0,1113.0,1
1006,16309 Hamsher Ct #226,Los gatos,Ca,95032,1382000,1 ,1.5,1263 ,2,0,6,54,0.0,Active,Condo,2022,0.0,1094.0,1
1007,1471 Luning Dr,San jose,Ca,95118,1749000,4 ,2.5,1937 ,70,27,60,90,8.0,Active,Single Family Home,1968,6255.0,903.0,1
1008,2245 Old Piedmont Rd,San jose,Ca,95132,1988888,3 ,3.5,2234 ,39,29,41,79,7.0,Active,Single Family Home,1954,0.0,890.0,1
1009,4890 Tony Ave,San jose,Ca,95124,1688000,3 ,2.0,1601 ,29,34,0,82,9.0,Active,Single Family Home,1956,6406.0,1054.0,1
1010,495 Snap Dragon,Milpitas,Ca,95035,1198000,3 ,3.5,1666 ,46,34,63,86,7.0,Active,Townhouse,2018,741.0,719.0,1
1011,206 Sunnyside Ave,Campbell,Ca,95008,1850000,4 ,2.5,1864 ,84,51,78,72,6.0,Active,Single Family Home,1999,4510.0,992.0,1
1012,783 Pescadero Dr,San jose,Ca,95123,1100000,4 ,2.5,1893 ,54,28,67,88,4.0,Active,Single Family Home,1964,6342.0,581.0,1
1013,2165 Booksin Ave,San jose,Ca,95125,3995000,4 ,3.5,3892 ,15,36,56,65,7.0,Active,Single Family Home,2022,10134.0,1026.0,1
1014,1641 Hyacinth Ln,San jose,Ca,95124,2198000,4 ,3.0,1719 ,45,23,43,82,8.0,Active,Single Family Home,2021,5969.0,1279.0,1
1015,702 Lakebird Dr,Sunnyvale,Ca,94089,1378000,3 ,2.0,1468 ,33,44,69,85,4.0,Active,Single Family Home,1957,5912.0,939.0,1
1016,9755 Tapestry Dr,Gilroy,Ca,95020,1210000,5 ,3.0,3020 ,19,0,50,48,4.0,Active,Single Family Home,2004,6248.0,401.0,1
1017,4212 Darlington Ct,Palo alto,Ca,94306,2798000,4 ,2.0,1502 ,64,44,95,83,8.0,Active,Single Family Home,1951,6052.0,1863.0,1
1018,1350 Oakland Rd #187,San jose,Ca,95112,359900,4 ,2.0,1503 ,36,47,56,0,5.0,Active,Double-Wide Mobile Home,2000,0.0,239.0,0
1019,505 Sunnybrook Dr,Campbell,Ca,95008,3498000,5 ,4.5,3176 ,41,44,66,72,6.0,Active,Single Family Home,2022,8315.0,1101.0,1
1020,6068 Sanford Dr,San jose,Ca,95123,1249000,4 ,2.0,1791 ,48,16,29,78,4.0,Active,Single Family Home,1968,6030.0,697.0,1
1021,1476 Portobelo Dr,San jose,Ca,95118,1399999,4 ,2.0,1937 ,70,27,60,90,8.0,Active,Single Family Home,1968,6191.0,723.0,1
